
SetupTitle, Bias Stress 4V LIN
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Function.User.Name, absIdrain, absIgate
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Idrain), abs(Igate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, VgStart
TestParameter, Output.Graph.XAxis.Right, VgStop
TestParameter, Output.Graph.YAxis.Data, absIdrain
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-12
TestParameter, Output.Graph.YAxis.Top, IdMax
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.List.Data, Vgate, Vdrain, Idrain, Igate
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, false
MetaData, TestRecord.RecordTime, 06/16/2015 18:02:52
MetaData, TestRecord.TestTarget, ITO_1-1_pbs_01
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0bc0f763-d385-4dcc-ac3e-987c5147f009
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -4
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 4
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absIdrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Idrain, Igate
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 162, 162, 162, 162, 162, 162
Dimension2, 1, 1, 1, 1, 1, 1
DataName, Vgate, Vdrain, Igate, Idrain, absIdrain, absIgate
DataValue, -4, 0.1, -5.37109E-09, 3.59946E-06, 3.59946E-06, 5.37109E-09
DataValue, -3.9, 0.1, -3.45151E-09, 3.5691000000000003E-06, 3.5691000000000003E-06, 3.45151E-09
DataValue, -3.8000000000000003, 0.1, -2.76478E-09, 3.5623200000000003E-06, 3.5623200000000003E-06, 2.76478E-09
DataValue, -3.7, 0.1, -2.21161E-09, 3.56747E-06, 3.56747E-06, 2.21161E-09
DataValue, -3.6, 0.1, -1.74408E-09, 3.5802700000000003E-06, 3.5802700000000003E-06, 1.74408E-09
DataValue, -3.5, 0.1, -1.36088E-09, 3.5984400000000004E-06, 3.5984400000000004E-06, 1.36088E-09
DataValue, -3.4, 0.1, -1.04852E-09, 3.62091E-06, 3.62091E-06, 1.04852E-09
DataValue, -3.3000000000000003, 0.1, -8.0495800000000007E-10, 3.64558E-06, 3.64558E-06, 8.0495800000000007E-10
DataValue, -3.2, 0.1, -6.02464E-10, 3.6734600000000002E-06, 3.6734600000000002E-06, 6.02464E-10
DataValue, -3.1, 0.1, -4.50973E-10, 3.7038800000000005E-06, 3.7038800000000005E-06, 4.50973E-10
DataValue, -3, 0.1, -3.35153E-10, 3.7366900000000003E-06, 3.7366900000000003E-06, 3.35153E-10
DataValue, -2.9, 0.1, -2.49849E-10, 3.7714300000000004E-06, 3.7714300000000004E-06, 2.49849E-10
DataValue, -2.8000000000000003, 0.1, -1.8715900000000002E-10, 3.8074600000000006E-06, 3.8074600000000006E-06, 1.8715900000000002E-10
DataValue, -2.7, 0.1, -1.41371E-10, 3.84485E-06, 3.84485E-06, 1.41371E-10
DataValue, -2.6, 0.1, -1.0829900000000001E-10, 3.88299E-06, 3.88299E-06, 1.0829900000000001E-10
DataValue, -2.5, 0.1, -8.358900000000001E-11, 3.9224000000000008E-06, 3.9224000000000008E-06, 8.358900000000001E-11
DataValue, -2.4, 0.1, -6.4197000000000008E-11, 3.96287E-06, 3.96287E-06, 6.4197000000000008E-11
DataValue, -2.3000000000000003, 0.1, -4.6706000000000004E-11, 4.0039700000000006E-06, 4.0039700000000006E-06, 4.6706000000000004E-11
DataValue, -2.2, 0.1, -3.238E-11, 4.04541E-06, 4.04541E-06, 3.238E-11
DataValue, -2.1, 0.1, -1.8937E-11, 4.08761E-06, 4.08761E-06, 1.8937E-11
DataValue, -2, 0.1, -8.780000000000001E-12, 4.1306600000000007E-06, 4.1306600000000007E-06, 8.780000000000001E-12
DataValue, -1.9000000000000001, 0.1, 1.508E-12, 4.1742100000000005E-06, 4.1742100000000005E-06, 1.508E-12
DataValue, -1.8, 0.1, 1.1375000000000001E-11, 4.2182000000000005E-06, 4.2182000000000005E-06, 1.1375000000000001E-11
DataValue, -1.7000000000000002, 0.1, 1.815E-11, 4.26239E-06, 4.26239E-06, 1.815E-11
DataValue, -1.6, 0.1, 2.5384000000000003E-11, 4.3072100000000007E-06, 4.3072100000000007E-06, 2.5384000000000003E-11
DataValue, -1.5, 0.1, 3.2357000000000005E-11, 4.3523700000000005E-06, 4.3523700000000005E-06, 3.2357000000000005E-11
DataValue, -1.4000000000000001, 0.1, 3.857E-11, 4.39775E-06, 4.39775E-06, 3.857E-11
DataValue, -1.3, 0.1, 4.2694000000000005E-11, 4.44303E-06, 4.44303E-06, 4.2694000000000005E-11
DataValue, -1.2, 0.1, 4.8739E-11, 4.4887000000000007E-06, 4.4887000000000007E-06, 4.8739E-11
DataValue, -1.1, 0.1, 5.3057E-11, 4.5345900000000007E-06, 4.5345900000000007E-06, 5.3057E-11
DataValue, -1, 0.1, 5.6702000000000006E-11, 4.58047E-06, 4.58047E-06, 5.6702000000000006E-11
DataValue, -0.9, 0.1, 6.1262000000000008E-11, 4.6261900000000008E-06, 4.6261900000000008E-06, 6.1262000000000008E-11
DataValue, -0.8, 0.1, 6.4336E-11, 4.67166E-06, 4.67166E-06, 6.4336E-11
DataValue, -0.70000000000000007, 0.1, 6.7757000000000007E-11, 4.71721E-06, 4.71721E-06, 6.7757000000000007E-11
DataValue, -0.6, 0.1, 7.1547E-11, 4.7627200000000007E-06, 4.7627200000000007E-06, 7.1547E-11
DataValue, -0.5, 0.1, 7.6698E-11, 4.8078500000000009E-06, 4.8078500000000009E-06, 7.6698E-11
DataValue, -0.4, 0.1, 8.1826000000000008E-11, 4.85257E-06, 4.85257E-06, 8.1826000000000008E-11
DataValue, -0.3, 0.1, 8.5637E-11, 4.8974000000000007E-06, 4.8974000000000007E-06, 8.5637E-11
DataValue, -0.2, 0.1, 8.9104E-11, 4.9420200000000008E-06, 4.9420200000000008E-06, 8.9104E-11
DataValue, -0.1, 0.1, 9.1959E-11, 4.98639E-06, 4.98639E-06, 9.1959E-11
DataValue, 0, 0.1, 9.5066E-11, 5.0305300000000008E-06, 5.0305300000000008E-06, 9.5066E-11
DataValue, 0.1, 0.1, 9.755400000000001E-11, 5.0744600000000009E-06, 5.0744600000000009E-06, 9.755400000000001E-11
DataValue, 0.2, 0.1, 1.0004300000000001E-10, 5.11799E-06, 5.11799E-06, 1.0004300000000001E-10
DataValue, 0.3, 0.1, 1.0218100000000001E-10, 5.1609700000000007E-06, 5.1609700000000007E-06, 1.0218100000000001E-10
DataValue, 0.4, 0.1, 1.0500900000000001E-10, 5.2039700000000009E-06, 5.2039700000000009E-06, 1.0500900000000001E-10
DataValue, 0.5, 0.1, 1.0683500000000001E-10, 5.24664E-06, 5.24664E-06, 1.0683500000000001E-10
DataValue, 0.6, 0.1, 1.0920500000000001E-10, 5.2890600000000005E-06, 5.2890600000000005E-06, 1.0920500000000001E-10
DataValue, 0.70000000000000007, 0.1, 1.1121800000000001E-10, 5.33123E-06, 5.33123E-06, 1.1121800000000001E-10
DataValue, 0.8, 0.1, 1.1336900000000001E-10, 5.3727300000000007E-06, 5.3727300000000007E-06, 1.1336900000000001E-10
DataValue, 0.9, 0.1, 1.15886E-10, 5.4144E-06, 5.4144E-06, 1.15886E-10
DataValue, 1, 0.1, 1.17698E-10, 5.4556600000000007E-06, 5.4556600000000007E-06, 1.17698E-10
DataValue, 1.1, 0.1, 1.1994500000000002E-10, 5.4967300000000006E-06, 5.4967300000000006E-06, 1.1994500000000002E-10
DataValue, 1.2, 0.1, 1.22144E-10, 5.5372300000000005E-06, 5.5372300000000005E-06, 1.22144E-10
DataValue, 1.3, 0.1, 1.24713E-10, 5.5777800000000005E-06, 5.5777800000000005E-06, 1.24713E-10
DataValue, 1.4000000000000001, 0.1, 1.27489E-10, 5.6182400000000009E-06, 5.6182400000000009E-06, 1.27489E-10
DataValue, 1.5, 0.1, 1.3025900000000002E-10, 5.658500000000001E-06, 5.658500000000001E-06, 1.3025900000000002E-10
DataValue, 1.6, 0.1, 1.32789E-10, 5.6981500000000007E-06, 5.6981500000000007E-06, 1.32789E-10
DataValue, 1.7000000000000002, 0.1, 1.3647300000000002E-10, 5.7380800000000005E-06, 5.7380800000000005E-06, 1.3647300000000002E-10
DataValue, 1.8, 0.1, 1.4030600000000002E-10, 5.77778E-06, 5.77778E-06, 1.4030600000000002E-10
DataValue, 1.9000000000000001, 0.1, 1.44312E-10, 5.8173300000000006E-06, 5.8173300000000006E-06, 1.44312E-10
DataValue, 2, 0.1, 1.4908600000000002E-10, 5.8570200000000005E-06, 5.8570200000000005E-06, 1.4908600000000002E-10
DataValue, 2.1, 0.1, 1.53336E-10, 5.8961900000000005E-06, 5.8961900000000005E-06, 1.53336E-10
DataValue, 2.2, 0.1, 1.59101E-10, 5.93572E-06, 5.93572E-06, 1.59101E-10
DataValue, 2.3000000000000003, 0.1, 1.65565E-10, 5.9752800000000005E-06, 5.9752800000000005E-06, 1.65565E-10
DataValue, 2.4, 0.1, 1.7258000000000001E-10, 6.01487E-06, 6.01487E-06, 1.7258000000000001E-10
DataValue, 2.5, 0.1, 1.80067E-10, 6.0542500000000005E-06, 6.0542500000000005E-06, 1.80067E-10
DataValue, 2.6, 0.1, 1.8946800000000003E-10, 6.09418E-06, 6.09418E-06, 1.8946800000000003E-10
DataValue, 2.7, 0.1, 1.99626E-10, 6.1341200000000008E-06, 6.1341200000000008E-06, 1.99626E-10
DataValue, 2.8000000000000003, 0.1, 2.1170500000000002E-10, 6.174540000000001E-06, 6.174540000000001E-06, 2.1170500000000002E-10
DataValue, 2.9, 0.1, 2.2473500000000003E-10, 6.2148800000000007E-06, 6.2148800000000007E-06, 2.2473500000000003E-10
DataValue, 3, 0.1, 2.4102E-10, 6.25614E-06, 6.25614E-06, 2.4102E-10
DataValue, 3.1, 0.1, 2.5937E-10, 6.2980400000000008E-06, 6.2980400000000008E-06, 2.5937E-10
DataValue, 3.2, 0.1, 2.8023800000000004E-10, 6.3406500000000009E-06, 6.3406500000000009E-06, 2.8023800000000004E-10
DataValue, 3.3000000000000003, 0.1, 3.03393E-10, 6.3839000000000008E-06, 6.3839000000000008E-06, 3.03393E-10
DataValue, 3.4, 0.1, 3.2848600000000004E-10, 6.4280100000000008E-06, 6.4280100000000008E-06, 3.2848600000000004E-10
DataValue, 3.5, 0.1, 3.57091E-10, 6.473660000000001E-06, 6.473660000000001E-06, 3.57091E-10
DataValue, 3.6, 0.1, 3.8813000000000003E-10, 6.5206700000000005E-06, 6.5206700000000005E-06, 3.8813000000000003E-10
DataValue, 3.7, 0.1, 4.2141000000000005E-10, 6.5694300000000006E-06, 6.5694300000000006E-06, 4.2141000000000005E-10
DataValue, 3.8000000000000003, 0.1, 4.5631700000000006E-10, 6.6194200000000011E-06, 6.6194200000000011E-06, 4.5631700000000006E-10
DataValue, 3.9, 0.1, 4.9602600000000006E-10, 6.6720400000000009E-06, 6.6720400000000009E-06, 4.9602600000000006E-10
DataValue, 4, 0.1, 5.39572E-10, 6.7270600000000009E-06, 6.7270600000000009E-06, 5.39572E-10
